code_type,code,description,reason
HS6,390920,"Amino-resins; melamine resins, in primary forms",No UCC match found above confidence threshold
HS6,390931,"Amino-resins; n.e.c. in heading no. 3909, in primary forms, poly(methylene phenyl isocyanate) (Crude MDI, polymeric MDI)",No UCC match found above confidence threshold
HS6,390939,"Amino-resins; n.e.c. in heading no. 3909, in primary forms, other than poly(methylene phenyl isocyanate) (Crude MDI, polymeric MDI)",No UCC match found above confidence threshold
HS6,390940,Phenolic resins; in primary forms,No UCC match found above confidence threshold
HS6,390950,Polyurethanes; in primary forms,No UCC match found above confidence threshold
HS6,391000,Silicones; in primary forms,No UCC match found above confidence threshold
HS6,391110,"Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes; in primary forms",No UCC match found above confidence threshold
HS6,391220,Cellulose nitrates (including collodions); in primary forms,No UCC match found above confidence threshold
HS6,391290,"Cellulose and its chemical derivatives; n.e.c. in item no. 3912, in primary forms",No UCC match found above confidence threshold
HS6,391310,"Polymers, natural; alginic acid, its salts and esters, in primary forms",No UCC match found above confidence threshold
HS6,391390,"Polymers, natural and modified natural; in primary forms (excluding alginic acid, its salts and esters)",No UCC match found above confidence threshold
HS6,391400,"Ion-exchangers; based on polymers of heading no. 3901 to 3913, in primary forms",No UCC match found above confidence threshold
HS6,391510,"Ethylene polymers; waste, parings and scrap",No UCC match found above confidence threshold
HS6,391520,"Styrene polymers; waste, parings and scrap",No UCC match found above confidence threshold
HS6,391530,"Vinyl chloride polymers; waste, parings and scrap",No UCC match found above confidence threshold
HS6,400130,"Balata, gutta-percha, guayule, chicle and similar natural gums; in primary forms or in plates, sheets or strip",No UCC match found above confidence threshold
HS6,430110,"Furskins; raw, of mink, whole, with or without head, tail or paws",No UCC match found above confidence threshold
HS6,430160,"Furskins; raw, of fox, whole, with or without head, tail or paws",No UCC match found above confidence threshold
HS6,440210,"Wood; charcoal of bamboo (including shell or nut charcoal), whether or not agglomerated",No UCC match found above confidence threshold
HS6,440290,"Wood; charcoal of wood other than bamboo (including shell or nut charcoal), whether or not agglomerated",No UCC match found above confidence threshold
HS6,440341,"Wood, tropical; as specified in Subheading Note 2 to this Chapter, dark red meranti, light red meranti and meranti bakau, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated",No UCC match found above confidence threshold
HS6,440349,"Wood, tropical; other than dark red meranti, light red meranti and meranti bakau, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated",No UCC match found above confidence threshold
HS6,440391,"Wood; oak, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated",No UCC match found above confidence threshold
HS6,440397,"Wood; of poplar and aspen (Populus spp.), in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated",No UCC match found above confidence threshold
HS6,440398,"Wood; of eucalyptus (Eucalyptus spp.), in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated",No UCC match found above confidence threshold
HS6,440399,"Wood; in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated, n.e.c. in heading no. 4403",No UCC match found above confidence threshold
HS6,440410,"Wood; coniferous, split poles, piles, pickets, stakes, pointed but not sawn lengthwise; sticks for umbrellas, tool handles etc, roughly trimmed but not turned or bent; chipwood etc, hoopwood",No UCC match found above confidence threshold
HS6,440420,"Wood; non-coniferous, split poles, piles, pickets, stakes, pointed but not sawn lengthwise; sticks for umbrellas, tool handles etc, roughly trimmed but not turned or bent; chipwood etc, hoopwood",No UCC match found above confidence threshold
HS6,440711,"Wood; coniferous species, of pine (Pinus spp.), sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or finger-jointed, of a thickness exceeding 6mm",No UCC match found above confidence threshold
HS6,440712,"Wood; coniferous species, of fir (Abies spp.) and spruce (Picea spp.), sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or finger-jointed, of a thickness exceeding 6mm",No UCC match found above confidence threshold
HS6,440719,"Wood; coniferous species, other than of pine (Pinus spp.) or fir (Abies spp.) or spruce (Picea spp.), sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or finger-jointed, of a thickness exceeding 6mm",No UCC match found above confidence threshold
HS6,440721,"Wood, tropical; as specified in Subheading Note 2 to this Chapter, mahogany (Swietenia spp.), sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, thicker than 6mm",No UCC match found above confidence threshold
HS6,440722,"Wood, tropical; virola, imbuia and balsa, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, thicker than 6mm",No UCC match found above confidence threshold
HS6,440725,"Wood, tropical; dark red meranti, light red meranti and meranti bakau, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, thicker than 6mm",No UCC match found above confidence threshold
HS6,440727,"Wood, tropical; sapelli, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, thicker than 6mm",No UCC match found above confidence threshold
HS6,440728,"Wood, tropical; iroko, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, thicker than 6mm",No UCC match found above confidence threshold
HS6,440729,"Wood, tropical, n.e.c. in item no. 4407.2, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness exceeding 6mm",No UCC match found above confidence threshold
HS6,440791,"Wood; oak (Quercus spp.), sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, thicker than 6mm",No UCC match found above confidence threshold
HS6,440792,"Wood; beech (Fagus spp.), sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, thicker than 6mm",No UCC match found above confidence threshold
HS6,440793,"Wood; maple (Acer spp.), sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, thicker than 6mm",No UCC match found above confidence threshold
HS6,440794,"Wood; cherry (Prunus spp.), sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, thicker than 6mm",No UCC match found above confidence threshold
HS6,440795,"Wood; ash (Fraxinus spp.), sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, thicker than 6mm",No UCC match found above confidence threshold
HS6,440796,"Wood; of birch (Betula spp.), sawn or chipped lengthwise, sliced or peeled, of a thickness exceeding 6mm, whether or not planed, sanded or finger-jointed",No UCC match found above confidence threshold
HS6,440797,"Wood; of poplar and aspen (Populus spp.), sawn or chipped lengthwise, sliced or peeled, of a thickness exceeding 6mm, whether or not planed, sanded or finger-jointed",No UCC match found above confidence threshold
HS6,440799,"Wood; sawn or chipped lengthwise, sliced or peeled, of a thickness exceeding 6mm, whether or not planed, sanded or finger-jointed, n.e.c. in heading no. 4407",No UCC match found above confidence threshold
HS6,440810,"Wood; coniferous, sheets for veneering (including those obtained by slicing laminated wood), for plywood or similar laminated wood and other wood, sawn lengthwise, sliced or peeled, planed or not, sanded, spliced or end-jointed, not over 6 mm thick",No UCC match found above confidence threshold
HS6,440831,"Wood, tropical; as specified in Subheading Note 2 to this Chapter, dark red meranti, light red meranti, meranti bakau, sheets for veneer, plywood or other wood, sawn lengthwise, sliced or peeled, planed or not, sanded or end-jointed, not thicker than 6mm",No UCC match found above confidence threshold
HS6,440839,"Wood, of tropical wood; as in Subheading note 2 to this Chapter, n.e.c. in heading no. 4408.31, sheets for veneer or plywood, other wood sawn length wise, sliced or peeled, whether or not planed, sanded or end-jointed, not thicker than 6mm",No UCC match found above confidence threshold
HS6,440890,"Wood; n.e.c. in heading no. 4408, sheets for veneer or plywood, other wood sawn lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, not exceeding 6mm in thickness",No UCC match found above confidence threshold
HS6,440910,"Wood; coniferous (including unassembled strips and friezes for parquet flooring), continuously shaped along any edges, ends or faces, whether or not planed, sanded or end-jointed",No UCC match found above confidence threshold
HS6,440921,"Wood; bamboo (including unassembled strips and friezes for parquet flooring), continuously shaped along any edges, ends or faces, whether or not planed, sanded or end-jointed",No UCC match found above confidence threshold
HS6,440922,"Wood; tropical (including unassembled strips and friezes for parquet flooring), continuously shaped along any edges, ends or faces, whether or not planed, sanded or end-jointed",No UCC match found above confidence threshold
HS6,440929,"Wood; non-coniferous, other than bamboo or tropical wood, (including unassembled strips and friezes for parquet flooring), continuously shaped along any edges, ends or faces, whether or not planed, sanded or end-jointed",No UCC match found above confidence threshold
